序号,所在小区,网站链接,总价,建筑时间,区域,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
668,山水庭院东区 ,https://cs.lianjia.com/ershoufang/104108143932.html,2007年建/板楼,雨花,104万,8553元/平米,3室2厅1厨2卫,中楼层 (共11层),121.6㎡,平层,106.6㎡,板楼,南,钢混结构,精装,两梯两户,有,2022-02-25,商品房,2010-05-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,1104128430471083
669,长燃新奥佳园 ,https://cs.lianjia.com/ershoufang/104107779452.html,2013年建/板塔结合,望城,112.8万,8628元/平米,3室2厅1厨2卫,高楼层 (共33层),130.75㎡,平层,暂无数据,板塔结合,北 南,钢混结构,毛坯,四梯八户,有,2021-12-09,商品房,2018-02-08,普通住宅,暂无数据,非共有,有抵押 42万元 建设银行 客户偿还,已上传房本照片
670,橡树湾小区 ,https://cs.lianjia.com/ershoufang/104107684214.html,2015年建/板塔结合,岳麓,102万,10924元/平米,3室2厅1厨1卫,高楼层 (共34层),93.38㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯二十八户,有,2021-11-23,商品房,2017-09-19,普通住宅,暂无数据,非共有,有抵押 30万元,已上传房本照片,1101240920431571
671,长沙恒大城 ,https://cs.lianjia.com/ershoufang/104108506195.html,2012年建/塔楼,雨花,106万,9633元/平米,3室2厅1厨1卫,低楼层 (共18层),110.04㎡,平层,89.77㎡,塔楼,南,钢混结构,精装,两梯四户,有,2022-04-18,商品房,2016-12-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,1137985010461150
672,恒大雅苑 ,https://cs.lianjia.com/ershoufang/104107632358.html,未知年建/板塔结合,开福,130万,10744元/平米,3室2厅1厨2卫,高楼层 (共32层),121㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,2021-11-15,商品房,2017-10-12,普通住宅,暂无数据,非共有,有抵押 45万元,已上传房本照片,1090605850411485
673,南城印象 ,https://cs.lianjia.com/ershoufang/104108491895.html,2016年建/板塔结合,雨花,125万,11000元/平米,4室2厅1厨2卫,中楼层 (共32层),113.64㎡,平层,89.76㎡,板塔结合,南 北,钢混结构,毛坯,十八梯四户,有,2022-04-16,商品房,2018-01-19,普通住宅,暂无数据,共有,有抵押 30万元,已上传房本照片,1141934430490298
674,沁园春御院 ,https://cs.lianjia.com/ershoufang/104107990625.html,2011年建/板塔结合,岳麓,194.8万,14186元/平米,3室2厅1厨2卫,低楼层 (共22层),137.32㎡,平层,116.58㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2022-02-05,商品房,2013-02-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1108125070431201
675,万科金域华府 ,https://cs.lianjia.com/ershoufang/104107087792.html,2013年建/板楼,雨花,127万,14209元/平米,3室2厅1厨1卫,中楼层 (共11层),89.38㎡,平层,74.66㎡,板楼,南 北,钢混结构,精装,两梯两户,有,2021-08-21,商品房,2014-12-23,普通住宅,满五年,非共有,无抵押,已上传房本照片,1064064090490379
676,万象新天 ,https://cs.lianjia.com/ershoufang/104107223142.html,2009年建/板塔结合,芙蓉,96万,11291元/平米,3室1厅1厨1卫,低楼层 (共33层),85.03㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,三梯六户,有,2021-09-09,商品房,2009-06-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,1074094180421603
677,勤诚达新界 ,https://cs.lianjia.com/ershoufang/104107190599.html,未知年建/板楼,望城,83.6万,9394元/平米,3室2厅1厨2卫,中楼层 (共17层),89㎡,复式,暂无数据,板楼,南,钢混结构,精装,三梯三十户,有,2021-09-05,商品房,2014-02-28,普通住宅,满五年,共有,无抵押,已上传房本照片
678,丽景新贵 ,https://cs.lianjia.com/ershoufang/104106324081.html,2007年建/板塔结合,芙蓉,109万,7370元/平米,3室2厅1厨2卫,低楼层 (共17层),147.9㎡,平层,127.7㎡,板塔结合,南 北,钢混结构,简装,一梯两户,有,2021-04-23,商品房,2009-10-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1003151680450676
679,远东公寓 ,https://cs.lianjia.com/ershoufang/104107409811.html,未知年建/板塔结合,雨花,126万,9622元/平米,3室2厅1厨2卫,中楼层 (共30层),130.96㎡,平层,106.9㎡,板塔结合,南,钢混结构,精装,两梯二十四户,有,2021-10-09,商品房,2015-10-16,普通住宅,满五年,共有,无抵押,已上传房本照片,1080508230482082
680,长沙奥林匹克花园 ,https://cs.lianjia.com/ershoufang/104106914661.html,2010年建/板楼,天心,188万,12265元/平米,3室2厅1厨2卫,中楼层 (共17层),153.29㎡,平层,121.17㎡,板楼,南 北,钢混结构,精装,一梯两户,有,2021-07-20,商品房,2009-07-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,1050946340441450
681,湖南省司法厅宿舍 ,https://cs.lianjia.com/ershoufang/104106713719.html,未知年建/暂无数据,芙蓉,114.8万,13000元/平米,3室2厅1厨1卫,高楼层 (共7层),88.31㎡,平层,79.52㎡,暂无数据,东南 北,未知结构,简装,一梯一户,暂无数据,2021-06-20,商品房,2016-12-13,普通住宅,满五年,共有,无抵押,已上传房本照片,1037347560482095
682,湘域熙岸 ,https://cs.lianjia.com/ershoufang/104108538319.html,2014年建/板塔结合,芙蓉,190万,15766元/平米,3室2厅1厨2卫,高楼层 (共31层),120.52㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2022-04-23,商品房,2017-04-24,普通住宅,满五年,共有,无抵押,已上传房本照片,1144194250471053
683,明发阅江悦府 ,https://cs.lianjia.com/ershoufang/104108123515.html,未知年建/塔楼,望城,130万,13236元/平米,3室2厅1厨2卫,中楼层 (共34层),98.22㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2022-02-23,商品房,2018-07-16,普通住宅,暂无数据,非共有,有抵押 50万元 金融公司垫资,已上传房本照片
684,万国城MOMA二期 ,https://cs.lianjia.com/ershoufang/104107294833.html,2010年建/板塔结合,开福,145.8万,11438元/平米,3室2厅1厨2卫,高楼层 (共27层),127.47㎡,平层,100.98㎡,板塔结合,南 北,钢混结构,精装,两梯三户,有,2021-09-20,商品房,2017-06-15,普通住宅,暂无数据,非共有,有抵押 50万元 北京银行 客户偿还,已上传房本照片,1077094550430728
685,长燃新奥佳园 ,https://cs.lianjia.com/ershoufang/104106832344.html,2013年建/板塔结合,望城,121.8万,10019元/平米,3室2厅1厨2卫,高楼层 (共33层),121.57㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,精装,四梯八户,有,2021-07-08,商品房,2018-02-13,普通住宅,暂无数据,非共有,有抵押 20万元,已上传房本照片
686,景香苑 ,https://cs.lianjia.com/ershoufang/104107576394.html,2006年建/板楼,开福,91万,8571元/平米,3室2厅1厨2卫,中楼层 (共7层),106.18㎡,平层,95.8㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-11-05,商品房,2007-05-17,普通住宅,满五年,共有,无抵押,已上传房本照片,1093950220421581
687,今利园 ,https://cs.lianjia.com/ershoufang/104104891237.html,2004年建/板塔结合,雨花,98万,7989元/平米,3室2厅1厨2卫,中楼层 (共11层),122.68㎡,平层,108.46㎡,板塔结合,南 北,钢混结构,精装,两梯五户,有,2020-08-24,商品房,2003-12-19,普通住宅,满五年,共有,无抵押,已上传房本照片,1005966030461041
688,五矿紫湖香醍 ,https://cs.lianjia.com/ershoufang/104105711572.html,2013年建/板楼,天心,150万,9185元/平米,5室2厅1厨2卫,低楼层 (共18层),163.32㎡,平层,135.92㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-01-11,商品房,2016-07-22,普通住宅,满五年,共有,有抵押 43万元,已上传房本照片,1009306640491426
689,鑫远御文台 ,https://cs.lianjia.com/ershoufang/104106261194.html,2014年建/板塔结合,天心,162万,12165元/平米,4室2厅1厨2卫,中楼层 (共31层),133.17㎡,平层,109.12㎡,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2021-04-13,商品房,2017-07-12,普通住宅,暂无数据,非共有,有抵押 39万元 金融公司垫资,已上传房本照片,1022157710412140
690,卓越蔚蓝海岸二期 ,https://cs.lianjia.com/ershoufang/104108303516.html,2009年建/板楼,岳麓,195万,14654元/平米,4室2厅1厨2卫,中楼层 (共18层),133.07㎡,平层,107.04㎡,板楼,南,钢混结构,精装,两梯两户,有,2022-03-18,商品房,2012-04-06,普通住宅,满五年,共有,有抵押 30万元,已上传房本照片,1132675960480981
691,沁园春御院 ,https://cs.lianjia.com/ershoufang/104107990625.html,2011年建/板塔结合,岳麓,194.8万,14186元/平米,3室2厅1厨2卫,低楼层 (共22层),137.32㎡,平层,116.58㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2022-02-05,商品房,2013-02-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,1108125070431201
692,洪山家园 ,https://cs.lianjia.com/ershoufang/104107745083.html,2009年建/板楼,开福,88.8万,7241元/平米,3室2厅1厨2卫,高楼层 (共9层),122.64㎡,平层,103.42㎡,板楼,东南,钢混结构,简装,一梯三户,有,2021-12-03,商品房,2009-08-10,普通住宅,满五年,共有,无抵押,已上传房本照片,1103835170490342
693,沁园春御院 ,https://cs.lianjia.com/ershoufang/104107244431.html,2011年建/板塔结合,岳麓,170万,14542元/平米,3室2厅1厨2卫,低楼层 (共18层),116.91㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,2021-09-12,商品房,2010-03-16,普通住宅,满五年,共有,有抵押 18万元,已上传房本照片,1075233040401055
694,旭辉御府 ,https://cs.lianjia.com/ershoufang/104108601544.html,2013年建/塔楼,岳麓,232.6万,17618元/平米,4室1厅1厨2卫,低楼层 (共34层),132.03㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2022-05-04,商品房,2015-07-11,普通住宅,满五年,非共有,有抵押 36万元 业主自还,已上传房本照片,1017362990431588
695,南城印象 ,https://cs.lianjia.com/ershoufang/104108491895.html,2016年建/板塔结合,雨花,125万,11000元/平米,4室2厅1厨2卫,中楼层 (共32层),113.64㎡,平层,89.76㎡,板塔结合,南 北,钢混结构,毛坯,十八梯四户,有,2022-04-16,商品房,2018-01-19,普通住宅,暂无数据,共有,有抵押 30万元,已上传房本照片,1141934430490298
696,鄱阳小区 ,https://cs.lianjia.com/ershoufang/104107554475.html,2006年建/板楼,雨花,61万,6793元/平米,3室2厅1厨1卫,高楼层 (共7层),89.8㎡,平层,80.25㎡,板楼,南,钢混结构,简装,一梯两户,无,2021-11-02,商品房,2018-01-10,普通住宅,暂无数据,非共有,有抵押 20万元 金融公司垫资,已上传房本照片,1085427690401346
697,中海国际社区1期 ,https://cs.lianjia.com/ershoufang/104107966701.html,2013年建/塔楼,岳麓,118.8万,10474元/平米,3室2厅1厨2卫,高楼层 (共30层),113.43㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,2022-01-18,商品房,2014-12-18,普通住宅,满五年,共有,有抵押,已上传房本照片,1115697310491175
698,和顺苑 ,https://cs.lianjia.com/ershoufang/104106306407.html,未知年建/暂无数据,雨花,172万,9629元/平米,5室2厅1厨2卫,高楼层 (共17层),178.64㎡,错层,暂无数据,暂无数据,南 北,未知结构,毛坯,两梯两户,有,2021-04-20,商品房,2012-04-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,1030430390480395
699,润和之悦 ,https://cs.lianjia.com/ershoufang/104108175445.html,2015年建/板塔结合,望城,130万,10186元/平米,4室1厅1厨2卫,中楼层 (共32层),127.63㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-03-01,商品房,2018-03-09,普通住宅,暂无数据,非共有,有抵押,已上传房本照片
700,世纪城融江苑 ,https://cs.lianjia.com/ershoufang/104108332010.html,2010年建/塔楼,开福,148万,12119元/平米,3室1厅1厨2卫,高楼层 (共33层),122.13㎡,平层,99.58㎡,塔楼,南 北,钢混结构,毛坯,两梯四户,有,2022-03-23,商品房,2010-03-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,1051410790473218
701,长沙水泵厂 ,https://cs.lianjia.com/ershoufang/104108755518.html,未知年建/板楼,天心,41万,6850元/平米,2室1厅1厨1卫,高楼层 (共7层),59.86㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯一户,暂无数据,2022-05-31,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
702,湘域熙岸 ,https://cs.lianjia.com/ershoufang/104106142607.html,2012年建/板塔结合,芙蓉,165万,14825元/平米,3室2厅1厨2卫,中楼层 (共32层),111.3㎡,平层,87.99㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-03-28,商品房,2013-03-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,1028057400401053
703,勤诚达新界 ,https://cs.lianjia.com/ershoufang/104107589862.html,未知年建/板楼,望城,109.9万,8578元/平米,4室2厅1厨2卫,高楼层 (共5层),128.12㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021-11-08,商品房,2017-10-12,普通住宅,暂无数据,非共有,有抵押 20万元,已上传房本照片
704,通用时代国际社区 ,https://cs.lianjia.com/ershoufang/104107470514.html,2014年建/板塔结合,天心,142.8万,13936元/平米,3室2厅1厨2卫,中楼层 (共31层),102.47㎡,平层,83.79㎡,板塔结合,西南,钢混结构,精装,两梯四户,有,2021-10-19,商品房,2018-07-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1005512450492420
705,大唐印象 ,https://cs.lianjia.com/ershoufang/104108519958.html,未知年建/板楼,天心,189万,11809元/平米,4室2厅1厨2卫,中楼层 (共12层),160.05㎡,平层,138.28㎡,板楼,南 北,钢混结构,毛坯,一梯三户,暂无数据,2022-04-20,商品房,2018-04-25,普通住宅,暂无数据,非共有,有抵押 55万元 工商银行 业主自还,已上传房本照片,1143360080401656
706,和顺苑 ,https://cs.lianjia.com/ershoufang/104108365913.html,未知年建/板楼,雨花,142万,10756元/平米,3室2厅1厨2卫,中楼层 (共17层),132.02㎡,错层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,2022-03-28,商品房,2015-03-28,普通住宅,满五年,共有,无抵押,已上传房本照片,1074507450470395
707,合能洋湖公馆一期 ,https://cs.lianjia.com/ershoufang/104107474441.html,未知年建/板塔结合,岳麓,108万,13453元/平米,3室2厅1厨1卫,高楼层 (共28层),80.28㎡,暂无数据,64.14㎡,板塔结合,南,钢混结构,毛坯,两梯六户,有,2021-10-20,商品房,2017-06-20,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,1132351710410920
708,洪山家园 ,https://cs.lianjia.com/ershoufang/104104937397.html,2009年建/板楼,开福,74万,6861元/平米,3室2厅1厨1卫,中楼层 (共9层),107.86㎡,平层,93.2㎡,板楼,南,钢混结构,精装,一梯三户,有,2020-08-31,商品房,2016-08-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,1001476890471339
709,省地税宿舍 ,https://cs.lianjia.com/ershoufang/104107323621.html,未知年建/板楼,雨花,102.6万,10578元/平米,3室2厅1厨1卫,中楼层 (共7层),97㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,2021-09-25,经济适用房,1997-03-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,1064762280430605
710,万科里金域滨江 ,https://cs.lianjia.com/ershoufang/104107920573.html,2014年建/塔楼,岳麓,185万,19797元/平米,3室1厅1厨1卫,低楼层 (共34层),93.45㎡,平层,74.25㎡,塔楼,南,钢混结构,精装,两梯四户,有,2022-01-06,商品房,2018-06-28,普通住宅,暂无数据,非共有,有抵押 59万元 客户偿还,已上传房本照片,1103991990470870
711,半山壹号 ,https://cs.lianjia.com/ershoufang/104108434248.html,2017年建/板塔结合,雨花,165万,13575元/平米,4室2厅1厨2卫,低楼层 (共34层),121.55㎡,平层,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,2022-04-07,商品房,2018-07-20,普通住宅,暂无数据,共有,有抵押,已上传房本照片,1139023630471340
712,北辰三角洲奥城E3区 ,https://cs.lianjia.com/ershoufang/104108522271.html,2013年建/板塔结合,开福,88.8万,15643元/平米,1室1厅1厨1卫,中楼层 (共48层),56.77㎡,平层,41.02㎡,板塔结合,南,钢混结构,精装,六梯十八户,有,2022-04-20,商品房,2017-04-20,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片,1153732770470886
713,橡树湾小区 ,https://cs.lianjia.com/ershoufang/104107684214.html,2015年建/板塔结合,岳麓,102万,10924元/平米,3室2厅1厨1卫,高楼层 (共34层),93.38㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯二十八户,有,2021-11-23,商品房,2017-09-19,普通住宅,暂无数据,非共有,有抵押 30万元,已上传房本照片,1101240920431571
714,长沙恒大城 ,https://cs.lianjia.com/ershoufang/104108506195.html,2012年建/塔楼,雨花,106万,9633元/平米,3室2厅1厨1卫,低楼层 (共18层),110.04㎡,平层,89.77㎡,塔楼,南,钢混结构,精装,两梯四户,有,2022-04-18,商品房,2016-12-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,1137985010461150
